Target,Prime,Tick(s),RT,LD,SD,LD+SD,LD*SD,Target_Length,Prime_Length,Target_Frequency,Prime_Frequency
vela,veliero,2,transp,554.8183,0.0122185453066,0.518248784447,0.530467329754,0.00633224625285,4,7,452,47
vestito,vestitino,2,transp,583.9761,7.44483718009e-05,0.261426191001,0.261500639373,1.94627542662e-05,7,9,8937,136
vetro,vetrata,2,transp,525.863,0.00293255131965,0.440007806933,0.442940358252,0.00129034547488,5,7,2181,112
vigile,vigilanza,2,transp,609.14985,0.000857010416587,0.512928012756,0.513785023173,0.000439584649891,6,9,384,309
viso,visino,2,transp,542.5147,0.004790614224,0.614859729738,0.619650343962,0.00294555576705,4,6,4004,84
zaino,zainetto,2,transp,575.0708,0.00295423566906,0.278505863104,0.281460098773,0.000822771954825,5,8,1036,100
anello,anellino,3,transp,599.4397,0.000574013007745,0.310381100054,0.310955113062,0.000178162788789,6,8,5515,21
arco,arcata,3,transp,554.15475,0.00737577846716,0.50931281293,0.516688591397,0.00375657847866,4,6,963,33
arte,artista,3,transp,537.71235,0.0132147951361,0.513776228546,0.526991023683,0.00678944760606,4,7,5407,2564
asma,asmatico,3,transp,567.75135,0.00197053662518,0.336072490388,0.338043027013,0.000662243151025,4,8,422,34
astro,astrologo,3,transp,587.74635,0.000389252078356,0.682012595222,0.6824018473,0.000265474820155,5,9,199,40
banca,bancario,3,transp,578.1605,0.000482187782762,0.27871188492,0.279194072703,0.000134391465819,5,8,6512,377
benda,bendaggio,3,transp,637.3899,0.000394972982656,0.454993782554,0.455388755536,0.000179710251385,5,9,400,60
bestia,bestiame,3,transp,594.45025,9.15625144985e-05,0.661484295591,0.661575858106,6.05671654056e-05,6,8,2418,764
borsa,borsetta,3,transp,509.9802,0.00295423566906,0.546680213915,0.549634449584,0.00161502218752,5,8,7169,705
bosco,boscaglia,3,transp,546.9211,0.00194742151711,0.407825629448,0.409773050965,0.000794208406017,5,9,2248,87
calcio,calciatore,3,transp,590.5955,0.000308433873843,0.441292755779,0.441601189653,0.000136109634164,6,10,2897,112
camino,caminetto,3,transp,703.2612,0.000738247615865,0.316151768025,0.316890015641,0.000233398288996,6,9,619,230
campana,campanile,3,transp,595.3444,0.000120523762271,0.522633889331,0.522754413093,6.29898026327e-05,7,9,824,148
cassetto,cassettino,3,transp,662.3446,4.19848447702e-05,0.244372951907,0.244414936752,1.02599604519e-05,8,10,1079,14
cassa,cassone,3,transp,546.6354,0.00194742151711,0.584475165206,0.586422586723,0.00113821951294,5,7,2067,74
cavallo,cavallino,3,transp,516.6703,0.000168036618066,0.514400803408,0.514568840026,8.64381713351e-05,7,9,7514,106
cavo,cavetto,3,transp,601.7257,0.0118369180899,0.466385786434,0.478222704524,0.00552057035231,4,7,2022,10
cena,cenetta,3,transp,532.6679,0.00599082925752,0.462839131435,0.468829960692,0.00277279021012,4,7,16067,266
cesto,cestello,3,transp,633.2942,0.00149021136568,0.442254247045,0.443744458411,0.000659052305466,5,8,476,41
cipolla,cipollina,3,transp,531.8426,7.4448371801e-05,0.34140282887,0.341477277242,2.54168847377e-05,7,9,394,31
colpa,colpevole,3,transp,517.578,0.00329784440708,0.406246459226,0.409544303634,0.00133973761346,5,9,25388,5264
crema,cremoso,3,transp,529.9528,0.00329784440708,0.406353183886,0.409651028293,0.00134008957478,5,7,1539,54
cubo,cubista,3,transp,499.3905,0.0136666405762,0.611943115986,0.625609756562,0.00836320661927,4,7,308,25
delfino,delfinario,3,transp,563.0671,0.000184542460315,0.499278638465,0.499463180925,9.2138108325e-05,7,10,427,7
dito,ditata,3,transp,547.65915,0.0117647058824,0.598886975482,0.610651681365,0.00704572912332,4,6,3869,7
dose,dosaggio,3,transp,602.7901,0.0133052139025,0.311917250144,0.325222464047,0.00415012573305,4,8,1512,181
fango,fangoso,3,transp,574.3259,0.000366367478865,0.308881792793,0.309248160272,0.000113164243693,5,7,1322,37
farina,farinoso,3,transp,559.4323,0.000457896447836,0.552681324658,0.553139221106,0.000253070815346,6,8,582,1
fata,fatina,3,transp,599.07325,0.00735845170487,0.403027626462,0.410386078167,0.00296565932505,4,6,622,257
fieno,fienile,3,transp,594.94205,0.00183425748712,0.494189698569,0.496023956056,0.000906471154658,5,7,304,447
forno,fornaio,3,transp,551.39485,0.00183318210983,0.596485127624,0.598318309734,0.00109346586474,5,7,1326,152
fragola,fragolina,3,transp,556.1273,0.000114449213536,0.316005272705,0.316119721918,3.61665549344e-05,7,9,376,314
frusta,frustata,3,transp,579.8508,1.11022302463e-16,0.293415423119,0.293415423119,3.25756558527e-17,6,8,350,60
gabbia,gabbietta,3,transp,548.86035,0.000463327643831,0.284588227716,0.28505155536,0.00013185759301,6,9,1812,35
gatto,gattino,3,transp,524.7454,0.00268781578706,0.319371218781,0.322059034568,0.000858411003771,5,7,4110,445
gesto,gestuale,3,transp,562.28,0.00338910496265,0.554296976761,0.557686081724,0.00187857063472,5,8,1757,7
ghiaccio,ghiacciolo,3,transp,568.6442,5.72732765725e-06,0.178040789091,0.178046516418,1.01969793548e-06,8,10,4085,140
giardino,giardinaggio,3,transp,551.4824,2.01318186768e-05,0.440240349161,0.44026048098,8.8628388835e-06,8,12,3741,247
giovane,giovanile,3,transp,532.0806,7.43938388761e-05,0.56580276981,0.565877163649,4.20922400929e-05,7,9,12901,395
guancia,guanciale,3,transp,582.2646,2.86159877582e-05,0.307301059262,0.30732967525,8.79372334992e-06,7,9,568,21
isola,isoletta,3,transp,524.8432,0.00295423566906,0.216489915887,0.219444151556,0.000639562231507,5,8,5097,36
legno,legname,3,transp,554.8339,0.00329784440708,0.397507553492,0.400805397899,0.00131091806205,5,7,2299,146
maglia,maglione,3,transp,547.961,0.000480774761932,0.570106066394,0.570586841156,0.000274092608346,6,8,1020,732
mazza,mazzata,3,transp,533.4036,0.00037181633559,0.49942395269,0.499795769025,0.000185693983995,5,7,1256,41
mazzo,mazzetto,3,transp,600.3275,0.00298928606259,0.390385815518,0.39337510158,0.00116697487736,5,8,581,16
mente,mentale,3,transp,523.4717,0.00183318210983,0.365100610203,0.366933792313,0.00066929590691,5,7,17014,1804
minestra,minestrone,3,transp,630.58615,4.577706569e-05,0.22408451341,0.224130290475,1.02579314905e-05,8,10,597,71
muro,muretto,3,transp,538.95445,0.0118369180899,0.412434284124,0.424271202214,0.00488195083864,4,7,5390,36
naso,nasone,3,transp,573.0222,0.000367444436436,0.525360017786,0.525727462223,0.000193040615661,4,6,5593,86
nastro,nastrino,3,transp,708.9289,0.000572330957623,0.32224359554,0.322815926498,0.000184429985623,6,8,2518,16
nervo,nervoso,3,transp,563.0188,0.000366367478865,0.411557044796,0.411923412275,0.000150781116911,5,7,347,3480
occhio,occhiata,3,transp,518.6935,0.000480422799767,0.544162708293,0.544643131092,0.000261428171847,6,8,11176,10439
orto,ortaggio,3,transp,570.3316,0.00744940708585,0.562454094687,0.569903501773,0.00418994951843,4,8,222,15
pagina,paginetta,3,transp,600.7135,0.000457896447836,0.343483910306,0.343941806754,0.000157280062418,6,9,3608,2
palazzo,palazzone,3,transp,563.1732,2.89714833748e-05,0.291617524535,0.291646496019,8.44859226387e-06,7,9,3912,4
parola,paroliere,3,transp,588.2219,0.000457896447836,0.8100782299,0.810536126348,0.00037093194394,6,9,17837,26
pensione,pensionato,3,transp,593.8235,2.86159877582e-05,0.271964419772,0.271993035759,7.78253050684e-06,8,10,2896,153
pianta,piantagione,3,transp,546.3669,9.77135217265e-05,0.590595388266,0.590693101787,5.77091553029e-05,6,11,1213,232
piatto,piattino,3,transp,484.586,0.000298537261887,0.291992758968,0.29229129623,8.71707187533e-05,6,8,2988,68
pollo,pollame,3,transp,511.677,0.00194742151711,0.411129195313,0.41307661683,0.000800641841264,5,7,3761,69
prigione,prigioniero,3,transp,556.3867,5.73889738265e-06,0.386710770691,0.386716509588,2.21929342976e-06,8,11,13100,2157
quadro,quadretto,3,transp,592.9222,0.000738247615865,0.482148136071,0.482886383687,0.000355944711948,6,9,2234,86
radice,radicale,3,transp,583.5251,0.000297662300264,0.69812683985,0.69842450215,0.000207806041025,6,8,445,357
regia,regista,3,transp,642.83905,0.00265630283395,0.494323042464,0.496979345298,0.00131307169858,5,7,435,1719
sabbia,sabbiatura,3,transp,589.38695,0.000121685871272,0.353074327412,0.353196013283,4.2964157155e-05,6,10,1940,7
sacco,saccone,3,transp,553.151,0.000463327643831,0.424331807647,0.424795135291,0.00019660465664,5,7,21288,3
sasso,sassata,3,transp,528.819,0.00194863510023,0.641721501652,0.643670136752,0.00125048104269,5,7,723,10
scarpa,scarpina,3,transp,516.44655,0.000457896447836,0.547681815335,0.548139711782,0.000250781557786,6,8,1306,10
scimmia,scimmietta,3,transp,534.16285,0.000185220782899,0.238364924172,0.238550144955,4.41501378709e-05,7,10,1961,319
servo,servile,3,transp,605.157,0.00329784440708,0.596184341138,0.599482185545,0.00196612319501,5,7,1380,62
soldo,soldino,3,transp,578.9146,0.00183318210983,0.578315482308,0.580148664417,0.001060157596,5,7,1167,29
stile,stilista,3,transp,607.9253,0.00149029565475,0.648904516879,0.650394812533,0.000967059581853,5,8,4576,236
tasto,tastiera,3,transp,584.5067,0.0034293118348,0.458664551723,0.462093863558,0.00157290377543,5,8,443,259
tavolo,tavolata,3,transp,520.0472,0.0,0.474054021363,0.474054021363,0.0,6,8,6875,21
taxi,taxista,3,transp,637.3287,0.00146735222109,0.453793419737,0.455260771958,0.000665874782368,4,7,5009,37
tazza,tazzina,3,transp,549.5038,0.00185494502134,0.315407149395,0.317262094417,0.000585062921466,5,7,2843,59
tenda,tendone,3,transp,535.5298,0.00293255131965,0.559195448871,0.56212800019,0.00163986935153,5,7,1534,112
terra,terrestre,3,transp,548.84345,0.0018560460832,0.505229576753,0.507085622836,0.000937729377048,5,9,26304,677
tigre,tigrotto,3,transp,490.8088,0.00293255131965,0.478409272237,0.481341823557,0.00140295974263,5,8,1355,18
toro,torello,3,transp,609.99755,0.00735845170487,0.780598122975,0.78795657468,0.00574399358882,4,7,979,25
torre,torretta,3,transp,534.6562,2.31816864706e-05,0.449241219255,0.449264400942,1.04141690945e-05,5,8,2255,163
torta,tortina,3,transp,544.4393,0.00268781578706,0.37200210502,0.374689920807,0.000999873130691,5,7,5258,83
tromba,trombetta,3,transp,571.472,0.00064674536627,0.418781459353,0.41942820472,0.000270844968317,6,9,517,69
vaso,vasetto,3,transp,542.6417,0.0118369180899,0.449785125097,0.461622043187,0.00532406968382,4,7,1076,121
vela,veliero,3,transp,567.4029,0.0122185453066,0.518248784447,0.530467329754,0.00633224625285,4,7,452,47
vestito,vestitino,3,transp,588.4244,7.44483718009e-05,0.261426191001,0.261500639373,1.94627542662e-05,7,9,8937,136
vetro,vetrata,3,transp,570.1196,0.00293255131965,0.440007806933,0.442940358252,0.00129034547488,5,7,2181,112
vigile,vigilanza,3,transp,557.5656,0.000857010416587,0.512928012756,0.513785023173,0.000439584649891,6,9,384,309
viso,visino,3,transp,494.414,0.004790614224,0.614859729738,0.619650343962,0.00294555576705,4,6,4004,84
zaino,zainetto,3,transp,579.85505,0.00295423566906,0.278505863104,0.281460098773,0.000822771954825,5,8,1036,100
anello,anellino,4,transp,525.63795,0.000574013007745,0.310381100054,0.310955113062,0.000178162788789,6,8,5515,21
arco,arcata,4,transp,555.0561,0.00737577846716,0.50931281293,0.516688591397,0.00375657847866,4,6,963,33
arte,artista,4,transp,540.1185,0.0132147951361,0.513776228546,0.526991023683,0.00678944760606,4,7,5407,2564
asma,asmatico,4,transp,608.1097,0.00197053662518,0.336072490388,0.338043027013,0.000662243151025,4,8,422,34
astro,astrologo,4,transp,583.6151,0.000389252078356,0.682012595222,0.6824018473,0.000265474820155,5,9,199,40
banca,bancario,4,transp,559.21775,0.000482187782762,0.27871188492,0.279194072703,0.000134391465819,5,8,6512,377
benda,bendaggio,4,transp,699.86595,0.000394972982656,0.454993782554,0.455388755536,0.000179710251385,5,9,400,60
bestia,bestiame,4,transp,567.2163,9.15625144985e-05,0.661484295591,0.661575858106,6.05671654056e-05,6,8,2418,764
borsa,borsetta,4,transp,510.32625,0.00295423566906,0.546680213915,0.549634449584,0.00161502218752,5,8,7169,705
bosco,boscaglia,4,transp,576.2622,0.00194742151711,0.407825629448,0.409773050965,0.000794208406017,5,9,2248,87
calcio,calciatore,4,transp,538.0385,0.000308433873843,0.441292755779,0.441601189653,0.000136109634164,6,10,2897,112
camino,caminetto,4,transp,560.0123,0.000738247615865,0.316151768025,0.316890015641,0.000233398288996,6,9,619,230
campana,campanile,4,transp,594.10505,0.000120523762271,0.522633889331,0.522754413093,6.29898026326e-05,7,9,824,148
cassetto,cassettino,4,transp,521.415,4.19848447701e-05,0.244372951907,0.244414936752,1.02599604518e-05,8,10,1079,14
cassa,cassone,4,transp,532.4408,0.00194742151711,0.584475165206,0.586422586723,0.00113821951294,5,7,2067,74
cavallo,cavallino,4,transp,512.5905,0.000168036618066,0.514400803408,0.514568840026,8.64381713351e-05,7,9,7514,106
cavo,cavetto,4,transp,569.55335,0.0118369180899,0.466385786434,0.478222704524,0.00552057035231,4,7,2022,10
cena,cenetta,4,transp,564.77465,0.00599082925752,0.462839131435,0.468829960692,0.00277279021012,4,7,16067,266
cesto,cestello,4,transp,665.6615,0.00149021136568,0.442254247045,0.443744458411,0.000659052305466,5,8,476,41
cipolla,cipollina,4,transp,489.6228,7.44483718009e-05,0.34140282887,0.341477277242,2.54168847376e-05,7,9,394,31
colpa,colpevole,4,transp,547.11905,0.00329784440708,0.406246459226,0.409544303634,0.00133973761346,5,9,25388,5264
crema,cremoso,4,transp,541.6175,0.00329784440708,0.406353183886,0.409651028293,0.00134008957478,5,7,1539,54
cubo,cubista,4,transp,584.2279,0.0136666405762,0.611943115986,0.625609756562,0.00836320661927,4,7,308,25
delfino,delfinario,4,transp,542.3079,0.000184542460315,0.499278638465,0.499463180925,9.2138108325e-05,7,10,427,7
dito,ditata,4,transp,562.7056,0.0117647058824,0.598886975482,0.610651681365,0.00704572912332,4,6,3869,7
dose,dosaggio,4,transp,579.85745,0.0133052139025,0.311917250144,0.325222464047,0.00415012573305,4,8,1512,181
fango,fangoso,4,transp,518.6353,0.000366367478865,0.308881792793,0.309248160272,0.000113164243693,5,7,1322,37
farina,farinoso,4,transp,560.54945,0.000457896447836,0.552681324658,0.553139221106,0.000253070815346,6,8,582,1
fata,fatina,4,transp,674.4843,0.00735845170487,0.403027626462,0.410386078167,0.00296565932505,4,6,622,257
fieno,fienile,4,transp,635.3495,0.00183425748712,0.494189698569,0.496023956056,0.000906471154658,5,7,304,447
forno,fornaio,4,transp,544.90095,0.00183318210983,0.596485127624,0.598318309734,0.00109346586474,5,7,1326,152
fragola,fragolina,4,transp,552.4725,0.000114449213536,0.316005272705,0.316119721918,3.61665549344e-05,7,9,376,314
frusta,frustata,4,transp,577.93935,1.11022302463e-16,0.293415423119,0.293415423119,3.25756558527e-17,6,8,350,60
gabbia,gabbietta,4,transp,559.6527,0.000463327643831,0.284588227716,0.28505155536,0.00013185759301,6,9,1812,35
gatto,gattino,4,transp,520.065,0.00268781578706,0.319371218781,0.322059034568,0.000858411003771,5,7,4110,445
gesto,gestuale,4,transp,502.2363,0.00338910496265,0.554296976761,0.557686081724,0.00187857063472,5,8,1757,7
ghiaccio,ghiacciolo,4,transp,587.5554,5.72732765725e-06,0.178040789091,0.178046516418,1.01969793548e-06,8,10,4085,140
giardino,giardinaggio,4,transp,523.1897,2.01318186768e-05,0.440240349161,0.44026048098,8.8628388835e-06,8,12,3741,247
giovane,giovanile,4,transp,517.0736,7.43938388761e-05,0.56580276981,0.565877163649,4.20922400929e-05,7,9,12901,395
guancia,guanciale,4,transp,581.127,2.86159877582e-05,0.307301059262,0.30732967525,8.79372334992e-06,7,9,568,21
isola,isoletta,4,transp,534.2567,0.00295423566906,0.216489915887,0.219444151556,0.000639562231507,5,8,5097,36
legno,legname,4,transp,525.4896,0.00329784440708,0.397507553492,0.400805397899,0.00131091806205,5,7,2299,146
maglia,maglione,4,transp,532.57105,0.000480774761932,0.570106066394,0.570586841156,0.000274092608346,6,8,1020,732
mazza,mazzata,4,transp,536.6783,0.00037181633559,0.49942395269,0.499795769025,0.000185693983995,5,7,1256,41
mazzo,mazzetto,4,transp,593.1248,0.00298928606259,0.390385815518,0.39337510158,0.00116697487736,5,8,581,16
mente,mentale,4,transp,544.695,0.00183318210983,0.365100610203,0.366933792313,0.00066929590691,5,7,17014,1804
minestra,minestrone,4,transp,565.3825,4.577706569e-05,0.22408451341,0.224130290475,1.02579314905e-05,8,10,597,71
muro,muretto,4,transp,551.7778,0.0118369180899,0.412434284124,0.424271202214,0.00488195083864,4,7,5390,36
naso,nasone,4,transp,543.1688,0.000367444436436,0.525360017786,0.525727462223,0.000193040615661,4,6,5593,86
nastro,nastrino,4,transp,673.9152,0.000572330957623,0.32224359554,0.322815926498,0.000184429985623,6,8,2518,16
nervo,nervoso,4,transp,571.0048,0.000366367478865,0.411557044796,0.411923412275,0.000150781116911,5,7,347,3480
occhio,occhiata,4,transp,512.45585,0.000480422799767,0.544162708293,0.544643131092,0.000261428171847,6,8,11176,10439
orto,ortaggio,4,transp,534.1784,0.00744940708585,0.562454094687,0.569903501773,0.00418994951843,4,8,222,15
pagina,paginetta,4,transp,612.7972,0.000457896447836,0.343483910306,0.343941806754,0.000157280062418,6,9,3608,2
palazzo,palazzone,4,transp,556.8946,2.89714833749e-05,0.291617524535,0.291646496019,8.4485922639e-06,7,9,3912,4
parola,paroliere,4,transp,520.3937,0.000457896447836,0.8100782299,0.810536126348,0.00037093194394,6,9,17837,26
pensione,pensionato,4,transp,577.5131,2.86159877582e-05,0.271964419772,0.271993035759,7.78253050684e-06,8,10,2896,153
pianta,piantagione,4,transp,548.1076,9.77135217265e-05,0.590595388266,0.590693101787,5.77091553029e-05,6,11,1213,232
piatto,piattino,4,transp,522.83745,0.000298537261887,0.291992758968,0.29229129623,8.71707187533e-05,6,8,2988,68
pollo,pollame,4,transp,484.7518,0.00194742151711,0.411129195313,0.41307661683,0.000800641841264,5,7,3761,69
prigione,prigioniero,4,transp,577.5982,5.73889738265e-06,0.386710770691,0.386716509588,2.21929342976e-06,8,11,13100,2157
quadro,quadretto,4,transp,624.0412,0.000738247615865,0.482148136071,0.482886383687,0.000355944711948,6,9,2234,86
radice,radicale,4,transp,521.3409,0.000297662300264,0.69812683985,0.69842450215,0.000207806041025,6,8,445,357
regia,regista,4,transp,645.045,0.00265630283395,0.494323042464,0.496979345298,0.00131307169858,5,7,435,1719
sabbia,sabbiatura,4,transp,548.2896,0.000121685871272,0.353074327412,0.353196013283,4.2964157155e-05,6,10,1940,7
sacco,saccone,4,transp,512.95425,0.000463327643831,0.424331807647,0.424795135291,0.00019660465664,5,7,21288,3
sasso,sassata,4,transp,529.30925,0.00194863510023,0.641721501652,0.643670136752,0.00125048104269,5,7,723,10
scarpa,scarpina,4,transp,520.53235,0.000457896447836,0.547681815335,0.548139711782,0.000250781557786,6,8,1306,10
scimmia,scimmietta,4,transp,504.1859,0.000185220782899,0.238364924172,0.238550144955,4.41501378709e-05,7,10,1961,319
servo,servile,4,transp,573.9354,0.00329784440708,0.596184341138,0.599482185545,0.00196612319501,5,7,1380,62
soldo,soldino,4,transp,548.0478,0.00183318210983,0.578315482308,0.580148664417,0.001060157596,5,7,1167,29
stile,stilista,4,transp,576.76445,0.00149029565475,0.648904516879,0.650394812533,0.000967059581853,5,8,4576,236
tasto,tastiera,4,transp,562.2315,0.0034293118348,0.458664551723,0.462093863558,0.00157290377543,5,8,443,259
tavolo,tavolata,4,transp,523.0107,0.0,0.474054021363,0.474054021363,0.0,6,8,6875,21
taxi,taxista,4,transp,584.79165,0.00146735222109,0.453793419737,0.455260771958,0.000665874782368,4,7,5009,37
tazza,tazzina,4,transp,511.5389,0.00185494502134,0.315407149395,0.317262094417,0.000585062921466,5,7,2843,59
tenda,tendone,4,transp,568.561,0.00293255131965,0.559195448871,0.56212800019,0.00163986935153,5,7,1534,112
terra,terrestre,4,transp,551.3536,0.0018560460832,0.505229576753,0.507085622836,0.000937729377048,5,9,26304,677
tigre,tigrotto,4,transp,511.0446,0.00293255131965,0.478409272237,0.481341823557,0.00140295974263,5,8,1355,18
toro,torello,4,transp,556.1484,0.00735845170487,0.780598122975,0.78795657468,0.00574399358882,4,7,979,25
torre,torretta,4,transp,526.3821,2.31816864706e-05,0.449241219255,0.449264400942,1.04141690945e-05,5,8,2255,163
torta,tortina,4,transp,519.60015,0.00268781578706,0.37200210502,0.374689920807,0.000999873130691,5,7,5258,83
tromba,trombetta,4,transp,516.5814,0.00064674536627,0.418781459353,0.41942820472,0.000270844968317,6,9,517,69
vaso,vasetto,4,transp,515.0136,0.0118369180899,0.449785125097,0.461622043187,0.00532406968382,4,7,1076,121
vela,veliero,4,transp,590.0018,0.0122185453066,0.518248784447,0.530467329754,0.00633224625285,4,7,452,47
vestito,vestitino,4,transp,525.5369,7.44483718009e-05,0.261426191001,0.261500639373,1.94627542662e-05,7,9,8937,136
vetro,vetrata,4,transp,542.339,0.00293255131965,0.440007806933,0.442940358252,0.00129034547488,5,7,2181,112
vigile,vigilanza,4,transp,529.942,0.000857010416587,0.512928012756,0.513785023173,0.000439584649891,6,9,384,309
viso,visino,4,transp,501.18715,0.004790614224,0.614859729738,0.619650343962,0.00294555576705,4,6,4004,84
zaino,zainetto,4,transp,559.24,0.00295423566906,0.278505863104,0.281460098773,0.000822771954825,5,8,1036,100
anello,anellino,5,transp,543.4938,0.000574013007745,0.310381100054,0.310955113062,0.000178162788789,6,8,5515,21
arco,arcata,5,transp,540.99905,0.00737577846716,0.50931281293,0.516688591397,0.00375657847866,4,6,963,33
arte,artista,5,transp,570.2876,0.0132147951361,0.513776228546,0.526991023683,0.00678944760606,4,7,5407,2564
asma,asmatico,5,transp,637.0939,0.00197053662518,0.336072490388,0.338043027013,0.000662243151025,4,8,422,34
astro,astrologo,5,transp,621.3269,0.000389252078356,0.682012595222,0.6824018473,0.000265474820155,5,9,199,40
banca,bancario,5,transp,525.5674,0.000482187782762,0.27871188492,0.279194072703,0.000134391465819,5,8,6512,377
benda,bendaggio,5,transp,562.86585,0.000394972982656,0.454993782554,0.455388755536,0.000179710251385,5,9,400,60
bestia,bestiame,5,transp,564.50205,9.15625144985e-05,0.661484295591,0.661575858106,6.05671654056e-05,6,8,2418,764
borsa,borsetta,5,transp,504.5251,0.00295423566906,0.546680213915,0.549634449584,0.00161502218752,5,8,7169,705
bosco,boscaglia,5,transp,551.53975,0.00194742151711,0.407825629448,0.409773050965,0.000794208406017,5,9,2248,87
calcio,calciatore,5,transp,504.2194,0.000308433873843,0.441292755779,0.441601189653,0.000136109634164,6,10,2897,112
camino,caminetto,5,transp,598.671,0.000738247615865,0.316151768025,0.316890015641,0.000233398288996,6,9,619,230
campana,campanile,5,transp,625.0463,0.000120523762271,0.522633889331,0.522754413093,6.29898026327e-05,7,9,824,148
cassetto,cassettino,5,transp,640.2319,4.19848447702e-05,0.244372951907,0.244414936752,1.02599604519e-05,8,10,1079,14
cassa,cassone,5,transp,549.2041,0.00194742151711,0.584475165206,0.586422586723,0.00113821951294,5,7,2067,74
cavallo,cavallino,5,transp,510.7516,0.000168036618066,0.514400803408,0.514568840026,8.64381713351e-05,7,9,7514,106
cavo,cavetto,5,transp,621.8753,0.0118369180899,0.466385786434,0.478222704524,0.00552057035231,4,7,2022,10
cena,cenetta,5,transp,522.728,0.00599082925752,0.462839131435,0.468829960692,0.00277279021012,4,7,16067,266
cesto,cestello,5,transp,607.6421,0.00149021136568,0.442254247045,0.443744458411,0.000659052305466,5,8,476,41
cipolla,cipollina,5,transp,528.4166,7.4448371801e-05,0.34140282887,0.341477277242,2.54168847377e-05,7,9,394,31
colpa,colpevole,5,transp,506.1968,0.00329784440708,0.406246459226,0.409544303634,0.00133973761346,5,9,25388,5264
crema,cremoso,5,transp,513.03265,0.00329784440708,0.406353183886,0.409651028293,0.00134008957478,5,7,1539,54
cubo,cubista,5,transp,534.48955,0.0136666405762,0.611943115986,0.625609756562,0.00836320661927,4,7,308,25
delfino,delfinario,5,transp,613.1041,0.000184542460315,0.499278638465,0.499463180925,9.2138108325e-05,7,10,427,7
dito,ditata,5,transp,541.9541,0.0117647058824,0.598886975482,0.610651681365,0.00704572912332,4,6,3869,7
dose,dosaggio,5,transp,534.6435,0.0133052139025,0.311917250144,0.325222464047,0.00415012573305,4,8,1512,181
fango,fangoso,5,transp,544.4931,0.000366367478865,0.308881792793,0.309248160272,0.000113164243693,5,7,1322,37
farina,farinoso,5,transp,525.6468,0.000457896447836,0.552681324658,0.553139221106,0.000253070815346,6,8,582,1
fata,fatina,5,transp,595.27825,0.00735845170487,0.403027626462,0.410386078167,0.00296565932505,4,6,622,257
fieno,fienile,5,transp,625.96215,0.00183425748712,0.494189698569,0.496023956056,0.000906471154658,5,7,304,447
forno,fornaio,5,transp,499.698,0.00183318210983,0.596485127624,0.598318309734,0.00109346586474,5,7,1326,152
fragola,fragolina,5,transp,540.6957,0.000114449213536,0.316005272705,0.316119721918,3.61665549344e-05,7,9,376,314
frusta,frustata,5,transp,609.0988,1.11022302463e-16,0.293415423119,0.293415423119,3.25756558527e-17,6,8,350,60
gabbia,gabbietta,5,transp,552.367,0.000463327643831,0.284588227716,0.28505155536,0.00013185759301,6,9,1812,35
gatto,gattino,5,transp,488.1769,0.00268781578706,0.319371218781,0.322059034568,0.000858411003771,5,7,4110,445
gesto,gestuale,5,transp,503.6667,0.00338910496265,0.554296976761,0.557686081724,0.00187857063472,5,8,1757,7
ghiaccio,ghiacciolo,5,transp,523.70325,5.72732765725e-06,0.178040789091,0.178046516418,1.01969793548e-06,8,10,4085,140
giardino,giardinaggio,5,transp,562.5286,2.01318186768e-05,0.440240349161,0.44026048098,8.8628388835e-06,8,12,3741,247
giovane,giovanile,5,transp,592.96915,7.43938388761e-05,0.56580276981,0.565877163649,4.20922400929e-05,7,9,12901,395
guancia,guanciale,5,transp,517.6877,2.86159877582e-05,0.307301059262,0.30732967525,8.79372334992e-06,7,9,568,21
isola,isoletta,5,transp,551.0445,0.00295423566906,0.216489915887,0.219444151556,0.000639562231507,5,8,5097,36
legno,legname,5,transp,537.6385,0.00329784440708,0.397507553492,0.400805397899,0.00131091806205,5,7,2299,146
maglia,maglione,5,transp,559.28385,0.000480774761932,0.570106066394,0.570586841156,0.000274092608346,6,8,1020,732
mazza,mazzata,5,transp,570.8521,0.00037181633559,0.49942395269,0.499795769025,0.000185693983995,5,7,1256,41
mazzo,mazzetto,5,transp,564.5743,0.00298928606259,0.390385815518,0.39337510158,0.00116697487736,5,8,581,16
mente,mentale,5,transp,490.23935,0.00183318210983,0.365100610203,0.366933792313,0.00066929590691,5,7,17014,1804
minestra,minestrone,5,transp,560.7522,4.577706569e-05,0.22408451341,0.224130290475,1.02579314905e-05,8,10,597,71
muro,muretto,5,transp,545.6068,0.0118369180899,0.412434284124,0.424271202214,0.00488195083864,4,7,5390,36
naso,nasone,5,transp,530.81255,0.000367444436436,0.525360017786,0.525727462223,0.000193040615661,4,6,5593,86
nastro,nastrino,5,transp,666.0449,0.000572330957623,0.32224359554,0.322815926498,0.000184429985623,6,8,2518,16
nervo,nervoso,5,transp,538.702,0.000366367478865,0.411557044796,0.411923412275,0.000150781116911,5,7,347,3480
occhio,occhiata,5,transp,509.22255,0.000480422799767,0.544162708293,0.544643131092,0.000261428171847,6,8,11176,10439
orto,ortaggio,5,transp,524.6523,0.00744940708585,0.562454094687,0.569903501773,0.00418994951843,4,8,222,15
pagina,paginetta,5,transp,593.7188,0.000457896447836,0.343483910306,0.343941806754,0.000157280062418,6,9,3608,2
