Target,Prime,Tick(s),RT,LD,SD,LD+SD,LD*SD,Target_Length,Prime_Length,Target_Frequency,Prime_Frequency
mano,maniaco,7,orthog,537.16425,0.0107486324276,0.767543780494,0.778292412921,0.00825004596859,4,7,31080,987
manto,mantide,7,orthog,607.8631,0.00338910496265,0.729293400857,0.732682505819,0.00247165188407,5,7,96,1
merce,mercurio,7,orthog,593.052,0.00158171726686,0.830695210714,0.832276927981,0.00131392495828,5,8,1375,414
meta,metallo,7,orthog,581.81465,0.00155884740136,0.926139846174,0.927698693575,0.00144371069251,4,7,713,1363
mira,miracolo,7,orthog,656.31335,0.00192457677356,0.926096781128,0.928021357901,0.00178234435503,4,8,1816,2969
moda,moderno,7,orthog,494.6407,0.0135763211438,0.744951521376,0.75852784252,0.0101137010908,4,7,2856,613
oblio,obliquo,7,orthog,581.4424,0.00183318210983,0.778973986963,0.780807169073,0.00142800117692,5,7,216,18
orco,orchestra,7,orthog,542.3897,0.00781865638128,0.864790505631,0.872609162013,0.00676149980533,4,9,313,624
organo,organza,7,orthog,594.3092,0.000366367478865,0.401152314338,0.401518681817,0.000146969162045,6,7,522,10
pacco,pacchia,7,orthog,547.1314,0.00333697264645,0.482234911411,0.485571884057,0.00160920470854,5,7,1754,61
palo,palestra,7,orthog,658.7438,0.0136666405762,0.82080271307,0.834469353646,0.0112176156635,4,8,895,2294
palla,pallido,7,orthog,505.6718,0.00194742151711,0.771191445038,0.773138866555,0.00150183481388,5,7,6031,533
palma,palmares,7,orthog,646.5176,0.000482187782762,0.761970233834,0.762452421617,0.000367412737583,5,8,219,1
panno,pannocchia,7,orthog,545.34045,0.000399658279186,0.535250152001,0.53564981028,0.000213917154683,5,10,125,53
papa,papiro,7,orthog,646.5418,0.00810354858457,0.855504341486,0.863607890071,0.00693262099555,4,6,7,18
perno,pernice,7,orthog,832.6157,0.00329784440708,0.765360858646,0.768658703053,0.00252404102708,5,7,97,29
piano,pianeta,7,orthog,573.26,0.00329784440708,0.721133252442,0.724431096849,0.00237818526332,5,7,30598,6586
pinna,pinnacolo,7,orthog,543.9502,0.000486477123826,0.616576118538,0.617062595661,0.000299950176766,5,9,117,25
pista,pistola,7,orthog,579.1685,0.00265630283395,0.766103319122,0.768759621956,0.00203500241768,5,7,3972,17382
premio,premura,7,orthog,615.5582,0.00338917186002,0.850723074892,0.854112246752,0.00288324670609,6,7,3335,133
prode,prodigio,7,orthog,596.41115,0.00329784440708,0.634827544218,0.638125388625,0.00209356246616,5,8,94,315
raggio,raggiro,7,orthog,558.9881,9.26483406388e-05,0.692786457072,0.692879105412,6.41855156647e-05,6,7,2430,52
rame,rampa,7,orthog,569.0403,0.0117647058824,0.788910684585,0.800675390467,0.00928130217159,4,5,453,384
rapa,rapace,7,orthog,626.32455,0.00185494502134,0.675390422714,0.677245367735,0.00125281210207,4,6,222,41
remo,remoto,7,orthog,580.6034,0.00146735222109,0.802368459183,0.803835811404,0.00117735714072,4,6,18,303
resto,restauro,7,orthog,582.8171,0.00295423566906,0.839428487712,0.842382723381,0.00247986958003,5,8,17417,170
riva,rivale,7,orthog,561.86995,0.00183318210983,0.787611789298,0.789444971408,0.00144383584163,4,6,898,449
sacca,saccarosio,7,orthog,590.1536,0.000470510355491,0.693175668773,0.693646179128,0.000326146330332,5,10,597,10
salame,salamandra,7,orthog,614.2535,0.000492354397125,0.676798223199,0.677290577596,0.000333224581158,6,10,308,40
sala,salasso,7,orthog,554.3477,9.29929792312e-05,0.773120321527,0.773213314506,7.18947620029e-05,4,7,8731,35
samba,sambuca,7,orthog,682.12055,0.00183318210983,0.810129632577,0.811962814687,0.00148511514908,5,7,85,32
scalo,scalogno,7,orthog,658.8803,0.000457896447836,0.660784890543,0.661242786991,0.000302571054163,5,8,154,23
scampo,scampolo,7,orthog,637.6372,9.15625144985e-05,0.437189180407,0.437280742922,4.00301406696e-05,6,8,459,10
sole,solido,7,orthog,570.5492,0.0132147951361,0.783166360903,0.796381156039,0.0103493830168,4,6,9987,534
spia,spiaggia,7,orthog,645.1684,0.00146735222109,0.85493458551,0.856401937731,0.00125449016294,4,8,3583,3848
spina,spinaci,7,orthog,587.1619,0.000366367478865,0.604922679965,0.605289047443,0.000221623997167,5,7,1374,175
tappo,tappeto,7,orthog,553.262,0.00231803001825,0.679163520628,0.681481550646,0.00157432142811,5,7,466,1975
tartaro,tartaruga,7,orthog,747.71055,0.000209219340705,0.705504695339,0.70571391468,0.000147605227223,7,9,2,716
torto,tortura,7,orthog,519.9883,0.00157736122316,0.679398762631,0.680976123854,0.00107165726324,5,7,1924,1115
trama,tramonto,7,orthog,607.4021,0.00183318210983,0.87762140924,0.87945459135,0.00160883986662,5,8,421,1232
verga,vergogna,7,orthog,670.16915,0.00268022162093,0.730673805317,0.733354026938,0.00195836773086,5,8,78,2628
vitto,vittima,7,orthog,683.4364,0.00194879746136,0.836478198931,0.838426996393,0.00163012659056,5,7,152,10056
anello,anellino,1,transp,509.279,0.000574013007745,0.310381100054,0.310955113062,0.000178162788789,6,8,5515,21
arco,arcata,1,transp,578.57665,0.00737577846716,0.50931281293,0.516688591397,0.00375657847866,4,6,963,33
arte,artista,1,transp,517.4349,0.0132147951361,0.513776228546,0.526991023683,0.00678944760606,4,7,5407,2564
asma,asmatico,1,transp,622.5852,0.00197053662518,0.336072490388,0.338043027013,0.000662243151025,4,8,422,34
astro,astrologo,1,transp,603.5793,0.000389252078356,0.682012595222,0.6824018473,0.000265474820155,5,9,199,40
banca,bancario,1,transp,557.6887,0.000482187782762,0.27871188492,0.279194072703,0.000134391465819,5,8,6512,377
benda,bendaggio,1,transp,582.157,0.000394972982656,0.454993782554,0.455388755536,0.000179710251385,5,9,400,60
bestia,bestiame,1,transp,661.99975,9.15625144985e-05,0.661484295591,0.661575858106,6.05671654056e-05,6,8,2418,764
borsa,borsetta,1,transp,553.778,0.00295423566906,0.546680213915,0.549634449584,0.00161502218752,5,8,7169,705
bosco,boscaglia,1,transp,554.304,0.00194742151711,0.407825629448,0.409773050965,0.000794208406017,5,9,2248,87
calcio,calciatore,1,transp,545.6435,0.000308433873843,0.441292755779,0.441601189653,0.000136109634164,6,10,2897,112
camino,caminetto,1,transp,669.327,0.000738247615865,0.316151768025,0.316890015641,0.000233398288996,6,9,619,230
campana,campanile,1,transp,639.409,0.000120523762271,0.522633889331,0.522754413093,6.29898026327e-05,7,9,824,148
cassetto,cassettino,1,transp,580.31305,4.19848447702e-05,0.244372951907,0.244414936752,1.02599604519e-05,8,10,1079,14
cassa,cassone,1,transp,519.77875,0.00194742151711,0.584475165206,0.586422586723,0.00113821951294,5,7,2067,74
cavallo,cavallino,1,transp,547.99545,0.000168036618066,0.514400803408,0.514568840026,8.64381713351e-05,7,9,7514,106
cavo,cavetto,1,transp,559.4543,0.0118369180899,0.466385786434,0.478222704524,0.00552057035231,4,7,2022,10
cena,cenetta,1,transp,544.0199,0.00599082925752,0.462839131435,0.468829960692,0.00277279021012,4,7,16067,266
cesto,cestello,1,transp,593.1123,0.00149021136568,0.442254247045,0.443744458411,0.000659052305466,5,8,476,41
cipolla,cipollina,1,transp,579.73345,7.4448371801e-05,0.34140282887,0.341477277242,2.54168847377e-05,7,9,394,31
colpa,colpevole,1,transp,613.9536,0.00329784440708,0.406246459226,0.409544303634,0.00133973761346,5,9,25388,5264
crema,cremoso,1,transp,533.78725,0.00329784440708,0.406353183886,0.409651028293,0.00134008957478,5,7,1539,54
cubo,cubista,1,transp,525.7668,0.0136666405762,0.611943115986,0.625609756562,0.00836320661927,4,7,308,25
delfino,delfinario,1,transp,541.0101,0.000184542460315,0.499278638465,0.499463180925,9.2138108325e-05,7,10,427,7
dito,ditata,1,transp,555.9507,0.0117647058824,0.598886975482,0.610651681365,0.00704572912332,4,6,3869,7
dose,dosaggio,1,transp,617.47655,0.0133052139025,0.311917250144,0.325222464047,0.00415012573305,4,8,1512,181
fango,fangoso,1,transp,563.98795,0.000366367478865,0.308881792793,0.309248160272,0.000113164243693,5,7,1322,37
farina,farinoso,1,transp,584.2174,0.000457896447836,0.552681324658,0.553139221106,0.000253070815346,6,8,582,1
fata,fatina,1,transp,614.4881,0.00735845170487,0.403027626462,0.410386078167,0.00296565932505,4,6,622,257
fieno,fienile,1,transp,550.5467,0.00183425748712,0.494189698569,0.496023956056,0.000906471154658,5,7,304,447
forno,fornaio,1,transp,553.2244,0.00183318210983,0.596485127624,0.598318309734,0.00109346586474,5,7,1326,152
fragola,fragolina,1,transp,557.59295,0.000114449213536,0.316005272705,0.316119721918,3.61665549344e-05,7,9,376,314
frusta,frustata,1,transp,575.185,1.11022302463e-16,0.293415423119,0.293415423119,3.25756558527e-17,6,8,350,60
gabbia,gabbietta,1,transp,545.8564,0.000463327643831,0.284588227716,0.28505155536,0.00013185759301,6,9,1812,35
gatto,gattino,1,transp,485.266,0.00268781578706,0.319371218781,0.322059034568,0.000858411003771,5,7,4110,445
gesto,gestuale,1,transp,554.4966,0.00338910496265,0.554296976761,0.557686081724,0.00187857063472,5,8,1757,7
ghiaccio,ghiacciolo,1,transp,527.845,5.72732765725e-06,0.178040789091,0.178046516418,1.01969793548e-06,8,10,4085,140
giardino,giardinaggio,1,transp,606.9394,2.01318186768e-05,0.440240349161,0.44026048098,8.8628388835e-06,8,12,3741,247
giovane,giovanile,1,transp,610.5853,7.43938388761e-05,0.56580276981,0.565877163649,4.20922400929e-05,7,9,12901,395
guancia,guanciale,1,transp,639.3485,2.86159877582e-05,0.307301059262,0.30732967525,8.79372334992e-06,7,9,568,21
isola,isoletta,1,transp,551.9073,0.00295423566906,0.216489915887,0.219444151556,0.000639562231507,5,8,5097,36
legno,legname,1,transp,565.05385,0.00329784440708,0.397507553492,0.400805397899,0.00131091806205,5,7,2299,146
maglia,maglione,1,transp,544.1814,0.000480774761932,0.570106066394,0.570586841156,0.000274092608346,6,8,1020,732
mazza,mazzata,1,transp,530.7348,0.00037181633559,0.49942395269,0.499795769025,0.000185693983995,5,7,1256,41
mazzo,mazzetto,1,transp,621.9742,0.00298928606259,0.390385815518,0.39337510158,0.00116697487736,5,8,581,16
mente,mentale,1,transp,614.2137,0.00183318210983,0.365100610203,0.366933792313,0.00066929590691,5,7,17014,1804
minestra,minestrone,1,transp,589.0783,4.577706569e-05,0.22408451341,0.224130290475,1.02579314905e-05,8,10,597,71
muro,muretto,1,transp,504.6022,0.0118369180899,0.412434284124,0.424271202214,0.00488195083864,4,7,5390,36
naso,nasone,1,transp,531.4681,0.000367444436436,0.525360017786,0.525727462223,0.000193040615661,4,6,5593,86
nastro,nastrino,1,transp,648.6163,0.000572330957623,0.32224359554,0.322815926498,0.000184429985623,6,8,2518,16
nervo,nervoso,1,transp,578.74135,0.000366367478865,0.411557044796,0.411923412275,0.000150781116911,5,7,347,3480
occhio,occhiata,1,transp,539.7487,0.000480422799767,0.544162708293,0.544643131092,0.000261428171847,6,8,11176,10439
orto,ortaggio,1,transp,504.9212,0.00744940708585,0.562454094687,0.569903501773,0.00418994951843,4,8,222,15
pagina,paginetta,1,transp,532.1793,0.000457896447836,0.343483910306,0.343941806754,0.000157280062418,6,9,3608,2
palazzo,palazzone,1,transp,551.80395,2.89714833748e-05,0.291617524535,0.291646496019,8.44859226387e-06,7,9,3912,4
parola,paroliere,1,transp,584.6098,0.000457896447836,0.8100782299,0.810536126348,0.00037093194394,6,9,17837,26
pensione,pensionato,1,transp,611.88205,2.86159877582e-05,0.271964419772,0.271993035759,7.78253050684e-06,8,10,2896,153
pianta,piantagione,1,transp,536.4765,9.77135217265e-05,0.590595388266,0.590693101787,5.77091553029e-05,6,11,1213,232
piatto,piattino,1,transp,528.829,0.000298537261887,0.291992758968,0.29229129623,8.71707187533e-05,6,8,2988,68
pollo,pollame,1,transp,503.5755,0.00194742151711,0.411129195313,0.41307661683,0.000800641841264,5,7,3761,69
prigione,prigioniero,1,transp,531.69365,5.73889738265e-06,0.386710770691,0.386716509588,2.21929342976e-06,8,11,13100,2157
quadro,quadretto,1,transp,610.7152,0.000738247615865,0.482148136071,0.482886383687,0.000355944711948,6,9,2234,86
radice,radicale,1,transp,540.3122,0.000297662300264,0.69812683985,0.69842450215,0.000207806041025,6,8,445,357
regia,regista,1,transp,673.67345,0.00265630283395,0.494323042464,0.496979345298,0.00131307169858,5,7,435,1719
sabbia,sabbiatura,1,transp,555.5892,0.000121685871272,0.353074327412,0.353196013283,4.2964157155e-05,6,10,1940,7
sacco,saccone,1,transp,551.36675,0.000463327643831,0.424331807647,0.424795135291,0.00019660465664,5,7,21288,3
sasso,sassata,1,transp,517.184,0.00194863510023,0.641721501652,0.643670136752,0.00125048104269,5,7,723,10
scarpa,scarpina,1,transp,594.5753,0.000457896447836,0.547681815335,0.548139711782,0.000250781557786,6,8,1306,10
scimmia,scimmietta,1,transp,552.07835,0.000185220782899,0.238364924172,0.238550144955,4.41501378709e-05,7,10,1961,319
servo,servile,1,transp,589.71615,0.00329784440708,0.596184341138,0.599482185545,0.00196612319501,5,7,1380,62
soldo,soldino,1,transp,602.49625,0.00183318210983,0.578315482308,0.580148664417,0.001060157596,5,7,1167,29
stile,stilista,1,transp,546.7447,0.00149029565475,0.648904516879,0.650394812533,0.000967059581853,5,8,4576,236
tasto,tastiera,1,transp,551.0342,0.0034293118348,0.458664551723,0.462093863558,0.00157290377543,5,8,443,259
tavolo,tavolata,1,transp,559.95655,0.0,0.474054021363,0.474054021363,0.0,6,8,6875,21
taxi,taxista,1,transp,619.52,0.00146735222109,0.453793419737,0.455260771958,0.000665874782368,4,7,5009,37
tazza,tazzina,1,transp,510.4766,0.00185494502134,0.315407149395,0.317262094417,0.000585062921466,5,7,2843,59
tenda,tendone,1,transp,532.6509,0.00293255131965,0.559195448871,0.56212800019,0.00163986935153,5,7,1534,112
terra,terrestre,1,transp,695.2174,0.0018560460832,0.505229576753,0.507085622836,0.000937729377048,5,9,26304,677
tigre,tigrotto,1,transp,517.8392,0.00293255131965,0.478409272237,0.481341823557,0.00140295974263,5,8,1355,18
toro,torello,1,transp,530.0286,0.00735845170487,0.780598122975,0.78795657468,0.00574399358882,4,7,979,25
torre,torretta,1,transp,555.9685,2.31816864706e-05,0.449241219255,0.449264400942,1.04141690945e-05,5,8,2255,163
torta,tortina,1,transp,526.687,0.00268781578706,0.37200210502,0.374689920807,0.000999873130691,5,7,5258,83
tromba,trombetta,1,transp,609.5369,0.00064674536627,0.418781459353,0.41942820472,0.000270844968317,6,9,517,69
vaso,vasetto,1,transp,572.56105,0.0118369180899,0.449785125097,0.461622043187,0.00532406968382,4,7,1076,121
vela,veliero,1,transp,542.0579,0.0122185453066,0.518248784447,0.530467329754,0.00633224625285,4,7,452,47
vestito,vestitino,1,transp,520.2844,7.44483718009e-05,0.261426191001,0.261500639373,1.94627542662e-05,7,9,8937,136
vetro,vetrata,1,transp,549.8427,0.00293255131965,0.440007806933,0.442940358252,0.00129034547488,5,7,2181,112
vigile,vigilanza,1,transp,555.04535,0.000857010416587,0.512928012756,0.513785023173,0.000439584649891,6,9,384,309
viso,visino,1,transp,525.21705,0.004790614224,0.614859729738,0.619650343962,0.00294555576705,4,6,4004,84
zaino,zainetto,1,transp,536.8671,0.00295423566906,0.278505863104,0.281460098773,0.000822771954825,5,8,1036,100
anello,anellino,2,transp,562.1841,0.000574013007745,0.310381100054,0.310955113062,0.000178162788789,6,8,5515,21
arco,arcata,2,transp,574.9692,0.00737577846716,0.50931281293,0.516688591397,0.00375657847866,4,6,963,33
arte,artista,2,transp,549.9477,0.0132147951361,0.513776228546,0.526991023683,0.00678944760606,4,7,5407,2564
asma,asmatico,2,transp,617.85555,0.00197053662518,0.336072490388,0.338043027013,0.000662243151025,4,8,422,34
astro,astrologo,2,transp,644.4508,0.000389252078356,0.682012595222,0.6824018473,0.000265474820155,5,9,199,40
banca,bancario,2,transp,520.6888,0.000482187782762,0.27871188492,0.279194072703,0.000134391465819,5,8,6512,377
benda,bendaggio,2,transp,626.9828,0.000394972982656,0.454993782554,0.455388755536,0.000179710251385,5,9,400,60
bestia,bestiame,2,transp,560.22275,9.15625144985e-05,0.661484295591,0.661575858106,6.05671654056e-05,6,8,2418,764
borsa,borsetta,2,transp,556.5286,0.00295423566906,0.546680213915,0.549634449584,0.00161502218752,5,8,7169,705
bosco,boscaglia,2,transp,558.5808,0.00194742151711,0.407825629448,0.409773050965,0.000794208406017,5,9,2248,87
calcio,calciatore,2,transp,596.3559,0.000308433873843,0.441292755779,0.441601189653,0.000136109634164,6,10,2897,112
camino,caminetto,2,transp,611.01985,0.000738247615865,0.316151768025,0.316890015641,0.000233398288996,6,9,619,230
campana,campanile,2,transp,626.27865,0.000120523762271,0.522633889331,0.522754413093,6.29898026326e-05,7,9,824,148
cassetto,cassettino,2,transp,570.5561,4.19848447701e-05,0.244372951907,0.244414936752,1.02599604518e-05,8,10,1079,14
cassa,cassone,2,transp,548.6687,0.00194742151711,0.584475165206,0.586422586723,0.00113821951294,5,7,2067,74
cavallo,cavallino,2,transp,544.8727,0.000168036618066,0.514400803408,0.514568840026,8.64381713351e-05,7,9,7514,106
cavo,cavetto,2,transp,572.7623,0.0118369180899,0.466385786434,0.478222704524,0.00552057035231,4,7,2022,10
cena,cenetta,2,transp,550.402,0.00599082925752,0.462839131435,0.468829960692,0.00277279021012,4,7,16067,266
cesto,cestello,2,transp,642.93335,0.00149021136568,0.442254247045,0.443744458411,0.000659052305466,5,8,476,41
cipolla,cipollina,2,transp,534.20855,7.44483718009e-05,0.34140282887,0.341477277242,2.54168847376e-05,7,9,394,31
colpa,colpevole,2,transp,583.7045,0.00329784440708,0.406246459226,0.409544303634,0.00133973761346,5,9,25388,5264
crema,cremoso,2,transp,564.44245,0.00329784440708,0.406353183886,0.409651028293,0.00134008957478,5,7,1539,54
cubo,cubista,2,transp,566.3991,0.0136666405762,0.611943115986,0.625609756562,0.00836320661927,4,7,308,25
delfino,delfinario,2,transp,609.2344,0.000184542460315,0.499278638465,0.499463180925,9.2138108325e-05,7,10,427,7
dito,ditata,2,transp,570.10585,0.0117647058824,0.598886975482,0.610651681365,0.00704572912332,4,6,3869,7
dose,dosaggio,2,transp,674.3875,0.0133052139025,0.311917250144,0.325222464047,0.00415012573305,4,8,1512,181
fango,fangoso,2,transp,533.6048,0.000366367478865,0.308881792793,0.309248160272,0.000113164243693,5,7,1322,37
farina,farinoso,2,transp,547.4952,0.000457896447836,0.552681324658,0.553139221106,0.000253070815346,6,8,582,1
fata,fatina,2,transp,592.9642,0.00735845170487,0.403027626462,0.410386078167,0.00296565932505,4,6,622,257
fieno,fienile,2,transp,615.2994,0.00183425748712,0.494189698569,0.496023956056,0.000906471154658,5,7,304,447
forno,fornaio,2,transp,506.276,0.00183318210983,0.596485127624,0.598318309734,0.00109346586474,5,7,1326,152
fragola,fragolina,2,transp,553.7742,0.000114449213536,0.316005272705,0.316119721918,3.61665549344e-05,7,9,376,314
frusta,frustata,2,transp,605.8034,1.11022302463e-16,0.293415423119,0.293415423119,3.25756558527e-17,6,8,350,60
gabbia,gabbietta,2,transp,524.7655,0.000463327643831,0.284588227716,0.28505155536,0.00013185759301,6,9,1812,35
gatto,gattino,2,transp,537.6682,0.00268781578706,0.319371218781,0.322059034568,0.000858411003771,5,7,4110,445
gesto,gestuale,2,transp,537.3538,0.00338910496265,0.554296976761,0.557686081724,0.00187857063472,5,8,1757,7
ghiaccio,ghiacciolo,2,transp,548.5687,5.72732765725e-06,0.178040789091,0.178046516418,1.01969793548e-06,8,10,4085,140
